codigo,descripcion,peso_bruto,volumen,pais_origen,codigo_viaje
M000008188,Maquinaria industrial pesada,14218,19,Islas Marshall,V000009633
M000008189,Cafe de exportacion,38421,65,Ecuador,V000005050
M000008190,Carga de granel de trigo,1420,60,China,V000003428
M000008191,Frutas y alimentos refrigerados,49334,7,Mexico,V000005312
M000008192,Maquinaria industrial pesada,27571,163,Dinamarca,V000006698
M000008193,Carga de granel de trigo,39403,124,Singapur,V000007321
M000008194,Contenedor con productos electronicos,41036,74,Ecuador,V000005870
M000008195,Frutas y alimentos refrigerados,36265,192,Reino Unido,V000008248
M000008196,Productos quimicos no peligrosos,1612,4,Estados Unidos,V000009432
M000008197,Productos quimicos no peligrosos,44492,168,Colombia,V000005200
M000008198,Contenedor con productos electronicos,4794,85,Reino Unido,V000001320
M000008199,Frutas y alimentos refrigerados,13180,43,Japon,V000003835
M000008200,Frutas y alimentos refrigerados,12677,192,Noruega,V000002459
M000008201,Maquinaria industrial pesada,41541,46,Colombia,V000005186
M000008202,Acero laminado en bobinas,21625,12,Ecuador,V000001026
M000008203,Productos textiles y confecciones,25639,59,Malta,V000002205
M000008204,Acero laminado en bobinas,1314,193,Hong Kong,V000009171
M000008205,Piezas de repuesto automotrices,25219,121,Dinamarca,V000001628
M000008206,Acero laminado en bobinas,9425,98,Peru,V000001485
M000008207,Contenedor con productos electronicos,18613,174,Liberia,V000005844
M000008208,Cafe de exportacion,3840,7,Dinamarca,V000006150
M000008209,Maquinaria industrial pesada,31846,190,Espana,V000008184
M000008210,Acero laminado en bobinas,36196,150,Brasil,V000002033
M000008211,Maquinaria industrial pesada,42559,6,Japon,V000009623
M000008212,Contenedor con productos electronicos,3608,10,Colombia,V000007758
M000008213,Productos textiles y confecciones,11331,196,Peru,V000008648
M000008214,Productos quimicos no peligrosos,15691,148,Hong Kong,V000007230
M000008215,Materiales de construccion,28819,76,Hong Kong,V000005689
M000008216,Cafe de exportacion,16287,166,Grecia,V000006478
M000008217,Contenedor con productos electronicos,38863,154,Alemania,V000003670
M000008218,Materiales de construccion,8694,182,Bahamas,V000002452
M000008219,Acero laminado en bobinas,45797,13,Estados Unidos,V000004044
M000008220,Materiales de construccion,39260,125,Bahamas,V000006983
M000008221,Piezas de repuesto automotrices,6445,173,Ecuador,V000005875
M000008222,Maquinaria industrial pesada,45242,198,Brasil,V000003865
M000008223,Cafe de exportacion,39869,199,Espana,V000002884
M000008224,Piezas de repuesto automotrices,14270,8,Hong Kong,V000005772
M000008225,Cafe de exportacion,22905,54,Bahamas,V000008197
M000008226,Productos textiles y confecciones,16881,94,Alemania,V000007045
M000008227,Piezas de repuesto automotrices,6954,37,Liberia,V000005771
M000008228,Contenedor con productos electronicos,25663,24,Liberia,V000003945
M000008229,Cafe de exportacion,21363,135,Dinamarca,V000007272
M000008230,Productos textiles y confecciones,36109,146,Peru,V000001962
M000008231,Acero laminado en bobinas,21490,150,Reino Unido,V000007503
M000008232,Acero laminado en bobinas,45514,130,Dinamarca,V000004875
M000008233,Carga de granel de trigo,39913,132,Dinamarca,V000000955
M000008234,Carga de granel de trigo,23117,66,Ecuador,V000008799
M000008235,Maquinaria industrial pesada,39282,69,Colombia,V000001831
M000008236,Maquinaria industrial pesada,698,42,Islas Marshall,V000007191
M000008237,Acero laminado en bobinas,43753,20,China,V000007659
M000008238,Cafe de exportacion,34322,162,Islas Marshall,V000006043
M000008239,Maquinaria industrial pesada,10167,32,Mexico,V000006772
M000008240,Carga de granel de trigo,38088,106,Brasil,V000003411
M000008241,Productos textiles y confecciones,5410,143,Japon,V000003291
M000008242,Piezas de repuesto automotrices,19687,37,Grecia,V000005447
M000008243,Productos textiles y confecciones,30862,29,Espana,V000004019
M000008244,Productos textiles y confecciones,29818,187,Brasil,V000001898
M000008245,Cafe de exportacion,24199,141,Brasil,V000007905
M000008246,Frutas y alimentos refrigerados,43204,180,Malta,V000000121
M000008247,Cafe de exportacion,33351,11,Bahamas,V000009978
M000008248,Acero laminado en bobinas,25364,22,Panama,V000001692
M000008249,Productos textiles y confecciones,7963,188,China,V000002188
M000008250,Materiales de construccion,28049,86,Colombia,V000004991
M000008251,Acero laminado en bobinas,32938,52,Brasil,V000006833
M000008252,Cafe de exportacion,1883,95,Hong Kong,V000002697
M000008253,Productos textiles y confecciones,25479,30,Bahamas,V000000210
M000008254,Productos textiles y confecciones,28603,135,Grecia,V000003072
M000008255,Acero laminado en bobinas,15220,27,Singapur,V000004197
M000008256,Maquinaria industrial pesada,43068,109,Noruega,V000005796
M000008257,Productos textiles y confecciones,4929,112,Hong Kong,V000000611
M000008258,Acero laminado en bobinas,36950,170,Hong Kong,V000002245
M000008259,Contenedor con productos electronicos,29695,37,Peru,V000005235
M000008260,Piezas de repuesto automotrices,28201,14,Islas Marshall,V000007382
M000008261,Productos quimicos no peligrosos,12194,122,Grecia,V000008099
M000008262,Productos textiles y confecciones,15104,181,Estados Unidos,V000002301
M000008263,Carga de granel de trigo,11288,4,Peru,V000006438
M000008264,Productos textiles y confecciones,13171,33,Bahamas,V000000295
M000008265,Frutas y alimentos refrigerados,46577,150,Chile,V000004105
M000008266,Maquinaria industrial pesada,4038,13,Islas Marshall,V000007288
M000008267,Acero laminado en bobinas,26103,192,Grecia,V000002802
M000008268,Contenedor con productos electronicos,701,37,Malta,V000004652
M000008269,Productos textiles y confecciones,17509,65,Liberia,V000007717
M000008270,Carga de granel de trigo,23279,92,Grecia,V000003890
M000008271,Maquinaria industrial pesada,15889,14,Reino Unido,V000006121
M000008272,Productos quimicos no peligrosos,37193,55,Noruega,V000005685
M000008273,Frutas y alimentos refrigerados,21823,16,Islas Marshall,V000002219
M000008274,Maquinaria industrial pesada,20410,89,Chile,V000007164
M000008275,Acero laminado en bobinas,42805,112,Bahamas,V000009680
M000008276,Acero laminado en bobinas,18147,92,Espana,V000009642
M000008277,Contenedor con productos electronicos,40540,108,Hong Kong,V000004519
M000008278,Carga de granel de trigo,21642,88,Espana,V000005756
M000008279,Contenedor con productos electronicos,47401,10,Reino Unido,V000008679
M000008280,Frutas y alimentos refrigerados,45312,156,Alemania,V000009068
M000008281,Frutas y alimentos refrigerados,6674,49,Estados Unidos,V000007550
M000008282,Carga de granel de trigo,20794,33,Hong Kong,V000009454
M000008283,Acero laminado en bobinas,45209,56,Espana,V000009633
M000008284,Contenedor con productos electronicos,49605,62,Colombia,V000001667
M000008285,Productos quimicos no peligrosos,19537,68,Grecia,V000001984
M000008286,Acero laminado en bobinas,33008,191,Islas Marshall,V000003787
M000008287,Materiales de construccion,36818,40,Panama,V000003384
M000008288,Contenedor con productos electronicos,20244,166,Panama,V000002206
M000008289,Cafe de exportacion,24791,78,Dinamarca,V000003450
M000008290,Materiales de construccion,18791,108,Hong Kong,V000000530
M000008291,Cafe de exportacion,42703,108,Bahamas,V000003709
M000008292,Acero laminado en bobinas,9720,83,Reino Unido,V000000609
M000008293,Cafe de exportacion,12583,129,Singapur,V000007598
M000008294,Frutas y alimentos refrigerados,36228,2,Malta,V000004900
M000008295,Materiales de construccion,9867,53,Colombia,V000008245
M000008296,Productos quimicos no peligrosos,31295,102,Singapur,V000002187
M000008297,Cafe de exportacion,32321,97,Bahamas,V000009366
M000008298,Productos textiles y confecciones,31588,147,Hong Kong,V000002693
M000008299,Acero laminado en bobinas,6474,112,Espana,V000006806
M000008300,Acero laminado en bobinas,27161,30,Noruega,V000001778
M000008301,Carga de granel de trigo,3854,197,Mexico,V000005205
M000008302,Maquinaria industrial pesada,27816,102,Ecuador,V000003557
M000008303,Cafe de exportacion,22764,109,Liberia,V000003472
M000008304,Materiales de construccion,42944,75,Espana,V000009741
M000008305,Materiales de construccion,37301,55,China,V000005832
M000008306,Cafe de exportacion,44345,198,Espana,V000007815
M000008307,Cafe de exportacion,20560,8,Brasil,V000009540
M000008308,Productos quimicos no peligrosos,36547,57,Peru,V000001142
M000008309,Maquinaria industrial pesada,36847,4,Malta,V000007170
M000008310,Frutas y alimentos refrigerados,31484,107,Chile,V000004676
M000008311,Productos textiles y confecciones,24781,55,Peru,V000003038
M000008312,Maquinaria industrial pesada,27324,35,Alemania,V000008324
M000008313,Productos textiles y confecciones,3102,157,Ecuador,V000005643
M000008314,Contenedor con productos electronicos,29101,65,Alemania,V000001704
M000008315,Piezas de repuesto automotrices,26766,84,Reino Unido,V000003836
M000008316,Productos textiles y confecciones,46323,59,Chile,V000008877
M000008317,Frutas y alimentos refrigerados,44775,121,Grecia,V000008802
M000008318,Piezas de repuesto automotrices,22307,120,Brasil,V000003383
M000008319,Acero laminado en bobinas,36444,122,Liberia,V000009791
M000008320,Contenedor con productos electronicos,30397,64,Estados Unidos,V000008503
M000008321,Piezas de repuesto automotrices,33218,147,Hong Kong,V000007626
M000008322,Productos textiles y confecciones,32489,37,Mexico,V000003569
M000008323,Contenedor con productos electronicos,22782,193,Reino Unido,V000004431
M000008324,Acero laminado en bobinas,42282,123,Bahamas,V000002695
M000008325,Contenedor con productos electronicos,17893,194,China,V000000615
M000008326,Frutas y alimentos refrigerados,47497,97,Mexico,V000003968
M000008327,Materiales de construccion,41137,135,Alemania,V000001031
M000008328,Contenedor con productos electronicos,27346,157,Reino Unido,V000001833
M000008329,Maquinaria industrial pesada,49847,126,Dinamarca,V000008025
M000008330,Piezas de repuesto automotrices,22841,164,Japon,V000000834
M000008331,Contenedor con productos electronicos,37836,171,Hong Kong,V000002554
M000008332,Contenedor con productos electronicos,42221,32,Japon,V000000994
M000008333,Acero laminado en bobinas,31516,108,Malta,V000006972
M000008334,Carga de granel de trigo,16785,77,Singapur,V000000684
M000008335,Cafe de exportacion,39607,156,Ecuador,V000008192
M000008336,Contenedor con productos electronicos,39290,129,Dinamarca,V000004466
M000008337,Carga de granel de trigo,16129,38,Panama,V000002373
M000008338,Cafe de exportacion,1978,107,Panama,V000008152
M000008339,Productos textiles y confecciones,15525,129,Chile,V000005726
M000008340,Productos quimicos no peligrosos,43716,108,Noruega,V000006822
M000008341,Maquinaria industrial pesada,31506,119,China,V000007868
M000008342,Maquinaria industrial pesada,26336,147,Panama,V000006086
M000008343,Carga de granel de trigo,1748,58,Brasil,V000009335
M000008344,Productos textiles y confecciones,11702,49,Islas Marshall,V000001555
M000008345,Cafe de exportacion,10918,146,Noruega,V000002222
M000008346,Piezas de repuesto automotrices,37593,9,Islas Marshall,V000000727
M000008347,Carga de granel de trigo,42730,78,Noruega,V000004682
M000008348,Contenedor con productos electronicos,13608,197,Estados Unidos,V000001081
M000008349,Productos textiles y confecciones,46766,25,Liberia,V000001939
M000008350,Productos textiles y confecciones,3433,67,Hong Kong,V000000143
M000008351,Productos quimicos no peligrosos,33968,8,Chile,V000009598
M000008352,Contenedor con productos electronicos,8832,129,Colombia,V000009542
M000008353,Frutas y alimentos refrigerados,6273,191,Brasil,V000008517
M000008354,Cafe de exportacion,243,139,Dinamarca,V000005676
M000008355,Carga de granel de trigo,14683,49,Estados Unidos,V000000454
M000008356,Productos textiles y confecciones,22165,166,China,V000004451
M000008357,Materiales de construccion,27426,159,Dinamarca,V000001928
M000008358,Carga de granel de trigo,3133,182,Reino Unido,V000003671
M000008359,Materiales de construccion,7480,152,Ecuador,V000006639
M000008360,Cafe de exportacion,14109,115,Bahamas,V000006450
M000008361,Carga de granel de trigo,16163,155,Hong Kong,V000001674
M000008362,Productos textiles y confecciones,7295,181,China,V000003138
M000008363,Piezas de repuesto automotrices,41666,154,Islas Marshall,V000005891
M000008364,Productos quimicos no peligrosos,18680,156,Liberia,V000001435
M000008365,Carga de granel de trigo,48907,68,Alemania,V000009645
M000008366,Piezas de repuesto automotrices,43909,157,Islas Marshall,V000008547
M000008367,Frutas y alimentos refrigerados,12624,12,Hong Kong,V000005227
M000008368,Frutas y alimentos refrigerados,36579,35,Singapur,V000009747
M000008369,Contenedor con productos electronicos,38854,141,Chile,V000003585
M000008370,Materiales de construccion,47801,2,Peru,V000003938
M000008371,Contenedor con productos electronicos,5654,199,Malta,V000002382
M000008372,Carga de granel de trigo,13805,186,Peru,V000000735
M000008373,Carga de granel de trigo,19408,52,Noruega,V000000569
M000008374,Productos textiles y confecciones,1418,93,Panama,V000006057
M000008375,Acero laminado en bobinas,34200,75,Bahamas,V000005273
M000008376,Cafe de exportacion,5834,186,Alemania,V000005938
M000008377,Piezas de repuesto automotrices,33413,74,Colombia,V000000985
M000008378,Contenedor con productos electronicos,23311,149,Noruega,V000001556
M000008379,Acero laminado en bobinas,49195,113,Singapur,V000004631
M000008380,Productos textiles y confecciones,49360,190,Malta,V000003617
M000008381,Materiales de construccion,11119,141,Liberia,V000002754
M000008382,Frutas y alimentos refrigerados,36923,154,Noruega,V000004973
M000008383,Piezas de repuesto automotrices,18787,47,Islas Marshall,V000000762
M000008384,Frutas y alimentos refrigerados,45069,138,Noruega,V000007915
M000008385,Acero laminado en bobinas,16029,63,Colombia,V000006490
M000008386,Piezas de repuesto automotrices,7685,182,Mexico,V000004284
M000008387,Frutas y alimentos refrigerados,34841,129,Mexico,V000009346
M000008388,Maquinaria industrial pesada,45945,194,Singapur,V000003862
M000008389,Cafe de exportacion,30190,53,Espana,V000006224
M000008390,Materiales de construccion,21899,151,Hong Kong,V000002395
M000008391,Contenedor con productos electronicos,15082,79,Grecia,V000002572
M000008392,Cafe de exportacion,25326,15,Dinamarca,V000006210
M000008393,Piezas de repuesto automotrices,10991,152,Bahamas,V000002158
M000008394,Maquinaria industrial pesada,44761,13,Brasil,V000002761
M000008395,Acero laminado en bobinas,34325,172,China,V000009324
M000008396,Frutas y alimentos refrigerados,13865,114,Peru,V000001871
M000008397,Productos quimicos no peligrosos,48085,131,Chile,V000009478
M000008398,Acero laminado en bobinas,32598,74,Chile,V000000718
M000008399,Carga de granel de trigo,34579,103,Liberia,V000001329
M000008400,Productos quimicos no peligrosos,19594,47,Peru,V000009396
M000008401,Carga de granel de trigo,46457,72,Ecuador,V000009964
M000008402,Carga de granel de trigo,14674,143,Peru,V000005237
M000008403,Materiales de construccion,48099,10,Malta,V000005535
M000008404,Contenedor con productos electronicos,47079,66,Liberia,V000005161
M000008405,Cafe de exportacion,48037,110,Chile,V000008868
M000008406,Productos textiles y confecciones,26423,190,Singapur,V000005999
M000008407,Productos textiles y confecciones,38069,73,Mexico,V000003990
M000008408,Maquinaria industrial pesada,8308,29,Chile,V000004532
M000008409,Piezas de repuesto automotrices,17637,2,Panama,V000001630
M000008410,Contenedor con productos electronicos,48178,194,Chile,V000008561
M000008411,Maquinaria industrial pesada,26567,123,China,V000002744
M000008412,Materiales de construccion,4529,28,Alemania,V000001862
M000008413,Productos quimicos no peligrosos,33781,96,Ecuador,V000009162
M000008414,Piezas de repuesto automotrices,10598,192,Japon,V000003422
M000008415,Carga de granel de trigo,35405,26,Chile,V000007118
M000008416,Piezas de repuesto automotrices,29828,110,Bahamas,V000000537
M000008417,Acero laminado en bobinas,10935,197,Japon,V000001239
M000008418,Piezas de repuesto automotrices,8334,118,Mexico,V000001755
M000008419,Maquinaria industrial pesada,6240,166,Chile,V000000499
M000008420,Materiales de construccion,26068,116,Singapur,V000004211
M000008421,Cafe de exportacion,35541,139,Islas Marshall,V000004151
M000008422,Materiales de construccion,24442,127,Islas Marshall,V000009616
M000008423,Cafe de exportacion,43948,181,Dinamarca,V000001930
M000008424,Piezas de repuesto automotrices,24730,77,Singapur,V000002232
M000008425,Productos quimicos no peligrosos,29403,190,Chile,V000004441
M000008426,Productos quimicos no peligrosos,19922,70,Espana,V000000087
M000008427,Frutas y alimentos refrigerados,32067,44,Islas Marshall,V000005832
M000008428,Maquinaria industrial pesada,17070,159,Mexico,V000004771
M000008429,Productos textiles y confecciones,12136,126,Mexico,V000003080
M000008430,Contenedor con productos electronicos,26997,190,Panama,V000009754
M000008431,Productos textiles y confecciones,33774,65,Estados Unidos,V000009405
M000008432,Materiales de construccion,40635,33,Panama,V000005560
M000008433,Materiales de construccion,6572,111,Espana,V000005712
M000008434,Maquinaria industrial pesada,6001,186,Colombia,V000009400
M000008435,Contenedor con productos electronicos,29481,195,Alemania,V000002742
M000008436,Carga de granel de trigo,10909,107,Peru,V000006424
M000008437,Piezas de repuesto automotrices,20687,49,Chile,V000007524
M000008438,Carga de granel de trigo,19757,159,Mexico,V000001804
M000008439,Acero laminado en bobinas,12217,60,Panama,V000009637
M000008440,Maquinaria industrial pesada,19695,52,Chile,V000008202
M000008441,Acero laminado en bobinas,32890,164,Brasil,V000009573
M000008442,Frutas y alimentos refrigerados,32605,68,Panama,V000008208
M000008443,Carga de granel de trigo,46088,148,Estados Unidos,V000005118
M000008444,Frutas y alimentos refrigerados,45882,45,Islas Marshall,V000002636
M000008445,Piezas de repuesto automotrices,38539,65,Colombia,V000004522
M000008446,Materiales de construccion,40519,70,Alemania,V000001610
M000008447,Cafe de exportacion,4251,192,Noruega,V000000039
M000008448,Acero laminado en bobinas,1435,104,Noruega,V000004114
M000008449,Productos textiles y confecciones,9737,108,Chile,V000003267
M000008450,Piezas de repuesto automotrices,12118,185,Espana,V000005701
M000008451,Acero laminado en bobinas,6130,117,Hong Kong,V000003742
M000008452,Carga de granel de trigo,9192,118,Alemania,V000006777
M000008453,Cafe de exportacion,49999,51,Peru,V000005431
M000008454,Contenedor con productos electronicos,25723,152,Chile,V000004023
M000008455,Carga de granel de trigo,22863,41,Brasil,V000004385
M000008456,Maquinaria industrial pesada,23572,94,Malta,V000007992
M000008457,Cafe de exportacion,16699,27,Alemania,V000001591
M000008458,Productos textiles y confecciones,41764,19,Singapur,V000007519
M000008459,Carga de granel de trigo,37514,3,Grecia,V000003989
M000008460,Contenedor con productos electronicos,30459,121,Hong Kong,V000008760
M000008461,Acero laminado en bobinas,8716,141,Islas Marshall,V000004782
M000008462,Piezas de repuesto automotrices,43952,160,Islas Marshall,V000004345
M000008463,Cafe de exportacion,820,61,Brasil,V000002790
M000008464,Piezas de repuesto automotrices,17680,147,Ecuador,V000006786
M000008465,Productos textiles y confecciones,21680,61,Mexico,V000009741
M000008466,Acero laminado en bobinas,2677,96,Dinamarca,V000008765
M000008467,Productos quimicos no peligrosos,24917,139,Panama,V000009124
M000008468,Acero laminado en bobinas,16311,19,Panama,V000000449
M000008469,Productos quimicos no peligrosos,2002,149,Espana,V000000199
M000008470,Frutas y alimentos refrigerados,40512,105,China,V000005782
M000008471,Acero laminado en bobinas,16529,195,China,V000000656
M000008472,Frutas y alimentos refrigerados,43113,163,Colombia,V000007401
M000008473,Carga de granel de trigo,4603,177,Espana,V000007517
M000008474,Carga de granel de trigo,26227,60,Colombia,V000007471
M000008475,Contenedor con productos electronicos,42306,178,Islas Marshall,V000004178
M000008476,Cafe de exportacion,34833,140,Peru,V000004792
M000008477,Productos textiles y confecciones,7902,77,Chile,V000008354
M000008478,Materiales de construccion,6900,44,Noruega,V000000939
M000008479,Productos textiles y confecciones,42931,101,Bahamas,V000008066
M000008480,Acero laminado en bobinas,26562,113,China,V000000133
M000008481,Acero laminado en bobinas,37114,129,Liberia,V000003149
M000008482,Contenedor con productos electronicos,8802,90,Malta,V000004158
M000008483,Cafe de exportacion,14432,21,Estados Unidos,V000006650
M000008484,Productos quimicos no peligrosos,4087,96,Panama,V000007047
M000008485,Maquinaria industrial pesada,43378,154,Mexico,V000009988
M000008486,Contenedor con productos electronicos,30390,199,Japon,V000007342
M000008487,Piezas de repuesto automotrices,33958,47,China,V000009047
M000008488,Contenedor con productos electronicos,37774,158,Grecia,V000004302
M000008489,Productos textiles y confecciones,7478,104,Noruega,V000009199
M000008490,Productos quimicos no peligrosos,5411,82,Espana,V000003505
M000008491,Materiales de construccion,3790,24,China,V000002792
M000008492,Frutas y alimentos refrigerados,20634,49,Espana,V000000130
M000008493,Contenedor con productos electronicos,42089,92,Chile,V000003741
M000008494,Acero laminado en bobinas,24217,38,Mexico,V000000214
M000008495,Frutas y alimentos refrigerados,26559,62,Hong Kong,V000007871
M000008496,Acero laminado en bobinas,39107,50,Peru,V000008988
M000008497,Cafe de exportacion,17379,165,Grecia,V000000913
M000008498,Productos textiles y confecciones,8290,114,Ecuador,V000007686
M000008499,Acero laminado en bobinas,12541,65,Singapur,V000005046
M000008500,Cafe de exportacion,29330,91,Noruega,V000001768
M000008501,Piezas de repuesto automotrices,24016,74,Noruega,V000001320
M000008502,Materiales de construccion,44235,91,Peru,V000007197
M000008503,Carga de granel de trigo,24432,157,Colombia,V000003256
M000008504,Materiales de construccion,15514,172,Japon,V000000199
M000008505,Materiales de construccion,40747,178,Chile,V000000373
M000008506,Acero laminado en bobinas,8548,110,Dinamarca,V000000630
M000008507,Cafe de exportacion,36858,114,Panama,V000007069
M000008508,Piezas de repuesto automotrices,35775,157,Noruega,V000005583
M000008509,Productos textiles y confecciones,15292,195,Hong Kong,V000008985
M000008510,Cafe de exportacion,38872,21,Chile,V000001528
M000008511,Materiales de construccion,20728,36,Brasil,V000001460
M000008512,Materiales de construccion,32453,82,Dinamarca,V000003654
M000008513,Productos quimicos no peligrosos,46457,133,Islas Marshall,V000001774
M000008514,Cafe de exportacion,9721,178,Dinamarca,V000003326
M000008515,Cafe de exportacion,36874,17,Mexico,V000002287
M000008516,Frutas y alimentos refrigerados,31131,15,Bahamas,V000000857
M000008517,Frutas y alimentos refrigerados,39523,199,Noruega,V000004285
M000008518,Carga de granel de trigo,24107,71,Ecuador,V000009198
M000008519,Carga de granel de trigo,40236,54,Chile,V000002490
M000008520,Productos textiles y confecciones,11186,119,Espana,V000003894
M000008521,Materiales de construccion,6398,163,Dinamarca,V000003553
M000008522,Contenedor con productos electronicos,12639,53,Grecia,V000005604
M000008523,Productos quimicos no peligrosos,942,127,Brasil,V000007990
M000008524,Maquinaria industrial pesada,35633,188,Panama,V000003220
M000008525,Cafe de exportacion,6921,32,Reino Unido,V000003811
M000008526,Contenedor con productos electronicos,42130,99,Brasil,V000005626
M000008527,Cafe de exportacion,48476,46,Noruega,V000006422
M000008528,Frutas y alimentos refrigerados,25193,184,Estados Unidos,V000001552
M000008529,Maquinaria industrial pesada,25762,50,China,V000004636
M000008530,Frutas y alimentos refrigerados,10571,122,Islas Marshall,V000006810
M000008531,Carga de granel de trigo,3392,37,Liberia,V000007948
M000008532,Cafe de exportacion,33332,133,Peru,V000006219
M000008533,Acero laminado en bobinas,33543,61,Peru,V000005364
M000008534,Carga de granel de trigo,28912,13,Singapur,V000000416
M000008535,Contenedor con productos electronicos,36731,183,Peru,V000008206
M000008536,Maquinaria industrial pesada,6662,71,Hong Kong,V000005318
M000008537,Frutas y alimentos refrigerados,29236,99,Alemania,V000003965
M000008538,Carga de granel de trigo,39704,12,Dinamarca,V000006760
M000008539,Materiales de construccion,21894,87,Brasil,V000002907
M000008540,Productos textiles y confecciones,41208,29,Espana,V000004223
M000008541,Carga de granel de trigo,23022,69,Alemania,V000002638
M000008542,Productos quimicos no peligrosos,47343,113,Estados Unidos,V000001597
M000008543,Frutas y alimentos refrigerados,18634,48,Hong Kong,V000002286
M000008544,Piezas de repuesto automotrices,41597,198,Hong Kong,V000001500
M000008545,Piezas de repuesto automotrices,46307,73,Malta,V000003782
M000008546,Frutas y alimentos refrigerados,43381,34,Hong Kong,V000004720
M000008547,Frutas y alimentos refrigerados,9545,2,Espana,V000001759
M000008548,Piezas de repuesto automotrices,14998,155,Chile,V000004389
M000008549,Productos quimicos no peligrosos,1940,158,Chile,V000005695
M000008550,Productos quimicos no peligrosos,20323,11,Japon,V000009490
M000008551,Frutas y alimentos refrigerados,6456,111,Bahamas,V000000991
M000008552,Productos quimicos no peligrosos,20419,189,Colombia,V000001295
M000008553,Carga de granel de trigo,8561,135,Noruega,V000002242
M000008554,Materiales de construccion,48417,15,Japon,V000002438
M000008555,Frutas y alimentos refrigerados,22839,94,Colombia,V000007109
M000008556,Cafe de exportacion,4648,136,Reino Unido,V000002873
M000008557,Contenedor con productos electronicos,21145,11,Ecuador,V000003713
M000008558,Acero laminado en bobinas,26808,79,Singapur,V000006179
M000008559,Carga de granel de trigo,7464,87,China,V000003263
M000008560,Frutas y alimentos refrigerados,373,85,Reino Unido,V000003244
M000008561,Cafe de exportacion,2434,98,Espana,V000006140
M000008562,Productos quimicos no peligrosos,30826,100,Peru,V000002459
M000008563,Productos quimicos no peligrosos,21859,64,Alemania,V000004929
M000008564,Materiales de construccion,8063,152,Ecuador,V000003471
M000008565,Acero laminado en bobinas,39629,129,Islas Marshall,V000007350
M000008566,Materiales de construccion,27340,26,Grecia,V000009168
M000008567,Productos quimicos no peligrosos,18361,106,Panama,V000008443
M000008568,Frutas y alimentos refrigerados,5635,62,Espana,V000005835
M000008569,Contenedor con productos electronicos,7344,50,Grecia,V000000560
M000008570,Cafe de exportacion,5056,189,Ecuador,V000003644
M000008571,Carga de granel de trigo,47964,117,Estados Unidos,V000008353
M000008572,Productos textiles y confecciones,25397,96,Noruega,V000007383
M000008573,Carga de granel de trigo,47907,66,Peru,V000004281
M000008574,Piezas de repuesto automotrices,25172,57,Grecia,V000007393
M000008575,Productos textiles y confecciones,46630,92,Brasil,V000004796
M000008576,Acero laminado en bobinas,34388,26,China,V000002657
M000008577,Maquinaria industrial pesada,11422,34,Colombia,V000002720
M000008578,Maquinaria industrial pesada,39729,165,Grecia,V000005538
M000008579,Frutas y alimentos refrigerados,754,63,Grecia,V000001397
M000008580,Carga de granel de trigo,6378,139,Brasil,V000003413
M000008581,Materiales de construccion,13720,18,Singapur,V000003073
M000008582,Carga de granel de trigo,7664,58,Alemania,V000009859
M000008583,Maquinaria industrial pesada,47197,156,Reino Unido,V000003151
M000008584,Piezas de repuesto automotrices,16228,154,Malta,V000009229
M000008585,Productos textiles y confecciones,44443,154,Mexico,V000003587
M000008586,Piezas de repuesto automotrices,13056,11,Japon,V000001021
M000008587,Cafe de exportacion,11192,162,Liberia,V000005783
M000008588,Materiales de construccion,7612,37,Espana,V000007708
M000008589,Piezas de repuesto automotrices,14300,151,Peru,V000001100
M000008590,Acero laminado en bobinas,22144,73,Singapur,V000007260
M000008591,Productos textiles y confecciones,44375,73,Malta,V000006301
M000008592,Cafe de exportacion,48522,79,Peru,V000002760
M000008593,Acero laminado en bobinas,26821,68,Brasil,V000003776
M000008594,Contenedor con productos electronicos,49669,14,Japon,V000009685
M000008595,Cafe de exportacion,30870,186,Ecuador,V000003939
M000008596,Piezas de repuesto automotrices,28740,74,Dinamarca,V000000516
M000008597,Cafe de exportacion,2051,170,Espana,V000007118
M000008598,Piezas de repuesto automotrices,19737,145,Colombia,V000003532
M000008599,Cafe de exportacion,39580,182,Japon,V000005373
M000008600,Cafe de exportacion,40943,112,Malta,V000004845
M000008601,Productos quimicos no peligrosos,42340,94,Espana,V000008205
M000008602,Acero laminado en bobinas,19396,7,Japon,V000002239
M000008603,Maquinaria industrial pesada,4510,162,Estados Unidos,V000006152
M000008604,Cafe de exportacion,5957,105,Mexico,V000000336
M000008605,Carga de granel de trigo,45998,2,Mexico,V000004892
M000008606,Carga de granel de trigo,16374,30,Noruega,V000001447
M000008607,Contenedor con productos electronicos,14198,136,Singapur,V000002684
M000008608,Productos textiles y confecciones,31089,192,Alemania,V000006863
M000008609,Productos quimicos no peligrosos,36453,110,Reino Unido,V000008480
M000008610,Productos textiles y confecciones,552,114,Mexico,V000009221
M000008611,Acero laminado en bobinas,38164,7,Mexico,V000007836
M000008612,Acero laminado en bobinas,34454,158,Liberia,V000009384
M000008613,Cafe de exportacion,16885,175,Grecia,V000006523
M000008614,Piezas de repuesto automotrices,43110,149,Singapur,V000003359
M000008615,Contenedor con productos electronicos,36914,69,Grecia,V000002481
M000008616,Acero laminado en bobinas,22253,187,Reino Unido,V000001951
M000008617,Materiales de construccion,876,117,Bahamas,V000009861
M000008618,Acero laminado en bobinas,30334,164,Colombia,V000000348
